user_id,book_id,borrow_date,return_date,reservation_status,overdue_status,user_role,book_category
U464,B464,1/27/2020,1/28/2020,True,0,student,science
U465,B465,2/1/2023,2/12/2023,True,1,faculty,non-fiction
U466,B466,10/3/2024,10/17/2024,True,1,student,fiction
U467,B467,7/14/2021,7/31/2021,True,1,student,art
U468,B468,9/14/2023,10/4/2023,True,1,faculty,non-fiction
U469,B469,6/7/2020,6/19/2020,True,1,faculty,science
U470,B470,6/28/2022,6/29/2022,True,0,faculty,history
U471,B471,11/26/2020,12/16/2020,False,1,student,art
U472,B472,4/3/2023,4/22/2023,False,1,staff,non-fiction
U473,B473,12/30/2021,1/17/2022,False,1,student,history
U474,B474,1/25/2022,2/7/2022,True,1,student,history
U475,B475,1/28/2023,2/5/2023,False,1,staff,non-fiction
U476,B476,6/18/2022,6/27/2022,True,1,staff,fiction
U477,B477,10/17/2023,10/20/2023,False,0,staff,history
U478,B478,7/15/2021,7/17/2021,True,0,faculty,art
U479,B479,9/1/2022,9/18/2022,False,1,student,non-fiction
U480,B480,4/9/2021,4/13/2021,False,0,staff,science
U481,B481,7/24/2022,8/7/2022,False,1,student,art
U482,B482,9/12/2024,9/23/2024,True,1,student,art
U483,B483,7/27/2023,8/15/2023,True,1,faculty,science
U484,B484,8/23/2021,9/7/2021,False,1,student,non-fiction
U485,B485,11/7/2024,11/25/2024,True,1,student,history
U486,B486,7/12/2022,7/27/2022,True,1,faculty,non-fiction
U487,B487,10/16/2022,10/28/2022,False,1,faculty,art
U488,B488,9/5/2023,9/18/2023,False,1,staff,fiction
U489,B489,7/17/2021,7/27/2021,False,1,staff,history
U490,B490,3/28/2020,3/29/2020,False,0,staff,fiction
U491,B491,6/16/2023,6/20/2023,True,0,faculty,non-fiction
U492,B492,4/18/2022,5/3/2022,False,1,student,fiction
U493,B493,6/5/2024,6/24/2024,False,1,staff,science
U494,B494,8/20/2023,8/30/2023,False,1,faculty,art
U495,B495,3/28/2022,3/31/2022,False,0,faculty,fiction
U496,B496,6/16/2021,6/22/2021,True,0,staff,non-fiction
U497,B497,5/20/2021,5/27/2021,False,0,staff,fiction
U498,B498,3/18/2021,3/28/2021,False,1,student,fiction
U499,B499,6/19/2020,6/23/2020,True,0,staff,art
U500,B500,3/17/2023,3/28/2023,True,1,student,art
U501,B501,8/15/2022,8/30/2022,False,1,student,science
U502,B502,11/11/2020,11/24/2020,True,1,staff,science
U503,B503,11/1/2022,11/6/2022,False,0,faculty,non-fiction
U504,B504,2/21/2020,2/27/2020,False,0,staff,history
U505,B505,9/24/2020,10/10/2020,True,1,student,non-fiction
U506,B506,3/6/2020,3/15/2020,False,1,student,art
U507,B507,3/2/2022,3/10/2022,False,1,student,science
U508,B508,9/24/2020,10/12/2020,True,1,faculty,art
U509,B509,1/29/2023,2/18/2023,True,1,staff,fiction
U510,B510,2/3/2020,2/4/2020,True,0,staff,science
U511,B511,9/6/2024,9/17/2024,True,1,faculty,non-fiction
U512,B512,9/8/2024,9/13/2024,True,0,student,history
U513,B513,1/19/2023,2/3/2023,False,1,faculty,history
U514,B514,1/5/2023,1/18/2023,True,1,faculty,science
U515,B515,11/21/2024,11/30/2024,True,1,student,art
U516,B516,11/30/2021,12/6/2021,True,0,student,fiction
U517,B517,12/28/2024,1/11/2025,False,1,staff,art
U518,B518,4/25/2024,5/7/2024,True,1,staff,fiction
U519,B519,8/29/2024,9/2/2024,False,0,faculty,science
U520,B520,6/17/2020,6/27/2020,False,1,staff,fiction
U521,B521,3/30/2024,4/19/2024,False,1,faculty,fiction
U522,B522,1/21/2022,2/6/2022,False,1,staff,non-fiction
U523,B523,4/23/2022,4/30/2022,True,0,staff,art
U524,B524,4/12/2023,4/14/2023,False,0,student,art
U525,B525,7/4/2020,7/11/2020,True,0,faculty,non-fiction
U526,B526,10/11/2020,10/13/2020,True,0,student,non-fiction
U527,B527,1/17/2024,1/25/2024,False,1,student,art
U528,B528,3/3/2021,3/12/2021,False,1,student,fiction
U529,B529,3/23/2023,4/5/2023,False,1,staff,non-fiction
U530,B530,2/6/2025,2/25/2025,False,1,student,non-fiction
U531,B531,7/14/2020,8/1/2020,False,1,student,non-fiction
U532,B532,4/30/2024,5/6/2024,False,0,faculty,fiction
U533,B533,8/11/2020,8/15/2020,False,0,student,science
U534,B534,5/5/2022,5/16/2022,True,1,staff,fiction
U535,B535,3/8/2025,3/19/2025,False,1,student,history
U536,B536,9/27/2021,9/29/2021,True,0,staff,non-fiction
U537,B537,7/9/2020,7/14/2020,False,0,student,non-fiction
U538,B538,6/30/2023,7/13/2023,False,1,faculty,history
U539,B539,8/27/2024,9/10/2024,True,1,student,history
U540,B540,8/8/2022,8/10/2022,False,0,staff,science
U541,B541,3/4/2020,3/22/2020,True,1,faculty,history
U542,B542,9/26/2022,9/30/2022,False,0,student,art
U543,B543,6/15/2022,6/26/2022,False,1,student,art
U544,B544,3/29/2020,4/12/2020,True,1,staff,fiction
U545,B545,5/24/2022,6/3/2022,True,1,student,non-fiction
U546,B546,1/4/2022,1/5/2022,True,0,faculty,history
U547,B547,5/19/2023,5/22/2023,False,0,student,history
U548,B548,8/30/2024,9/17/2024,False,1,staff,history
U549,B549,5/14/2021,5/21/2021,True,0,student,history
U550,B550,8/16/2023,8/29/2023,True,1,student,history
U551,B551,7/21/2023,8/5/2023,True,1,staff,fiction
U552,B552,8/17/2020,8/24/2020,False,0,student,science
U553,B553,12/10/2020,12/23/2020,False,1,faculty,science
U554,B554,6/28/2021,6/29/2021,False,0,faculty,science
U555,B555,12/6/2024,12/8/2024,True,0,faculty,non-fiction
U556,B556,11/29/2022,12/3/2022,False,0,staff,science
U557,B557,4/8/2024,4/11/2024,True,0,student,fiction
U558,B558,11/22/2024,12/3/2024,True,1,staff,fiction
U559,B559,12/18/2024,12/27/2024,False,1,staff,art
U560,B560,4/7/2024,4/24/2024,True,1,faculty,art
U561,B561,4/22/2023,4/25/2023,False,0,student,history
U562,B562,2/28/2021,3/16/2021,False,1,faculty,art
U563,B563,6/17/2024,6/19/2024,True,0,faculty,non-fiction
U564,B564,7/23/2022,8/11/2022,False,1,student,art
U565,B565,5/8/2020,5/27/2020,False,1,student,science
U566,B566,6/27/2020,7/8/2020,False,1,faculty,fiction
U567,B567,6/2/2022,6/13/2022,True,1,student,non-fiction
U568,B568,8/24/2020,8/25/2020,False,0,staff,non-fiction
U569,B569,1/15/2021,2/4/2021,True,1,staff,fiction
U570,B570,7/20/2024,7/30/2024,True,1,faculty,fiction
U571,B571,11/11/2024,11/15/2024,True,0,student,non-fiction
U572,B572,3/21/2021,4/1/2021,False,1,faculty,science
U573,B573,1/19/2025,1/29/2025,False,1,faculty,non-fiction
U574,B574,3/17/2025,3/21/2025,True,0,staff,science
U575,B575,10/20/2021,11/5/2021,False,1,faculty,fiction
U576,B576,11/27/2023,12/17/2023,False,1,staff,science
U577,B577,5/14/2023,6/2/2023,False,1,student,science
U578,B578,2/1/2020,2/19/2020,False,1,student,science
U579,B579,1/25/2022,2/1/2022,False,0,faculty,science
U580,B580,6/5/2024,6/11/2024,False,0,staff,science
U581,B581,7/15/2022,7/19/2022,False,0,faculty,non-fiction
U582,B582,4/13/2023,4/17/2023,False,0,student,non-fiction
U583,B583,3/4/2023,3/7/2023,False,0,staff,art
U584,B584,2/28/2021,3/15/2021,False,1,student,fiction
U585,B585,3/26/2023,4/12/2023,False,1,student,fiction
U586,B586,12/3/2024,12/18/2024,False,1,faculty,non-fiction
U587,B587,2/29/2024,3/11/2024,False,1,student,fiction
U588,B588,9/25/2024,10/12/2024,True,1,faculty,non-fiction
U589,B589,12/15/2022,1/4/2023,True,1,student,history
U590,B590,9/23/2021,9/26/2021,False,0,staff,science
U591,B591,12/5/2022,12/12/2022,False,0,student,fiction
U592,B592,6/13/2024,6/23/2024,True,1,student,fiction
U593,B593,11/9/2023,11/13/2023,False,0,staff,science
U594,B594,7/1/2022,7/5/2022,True,0,faculty,history
U595,B595,7/24/2023,7/30/2023,False,0,staff,fiction
U596,B596,11/4/2023,11/14/2023,True,1,faculty,science
U597,B597,11/18/2023,12/8/2023,False,1,staff,science
U598,B598,7/5/2022,7/17/2022,False,1,faculty,non-fiction
U599,B599,11/22/2024,11/23/2024,False,0,student,art
U600,B600,2/16/2023,3/6/2023,False,1,student,science
U601,B601,2/12/2023,2/25/2023,False,1,student,art
U602,B602,6/18/2022,7/1/2022,False,1,staff,fiction
U603,B603,9/1/2022,9/18/2022,False,1,faculty,non-fiction
U604,B604,12/1/2020,12/2/2020,True,0,student,fiction
U605,B605,7/17/2022,7/24/2022,True,0,student,fiction
U606,B606,6/14/2022,6/30/2022,False,1,staff,fiction
U607,B607,10/25/2021,11/14/2021,True,1,faculty,fiction
U608,B608,2/18/2020,3/6/2020,True,1,staff,fiction
U609,B609,5/19/2023,5/26/2023,False,0,faculty,art
U610,B610,9/17/2021,9/24/2021,True,0,faculty,art
U611,B611,2/12/2024,2/28/2024,True,1,student,art
U612,B612,2/19/2025,3/1/2025,True,1,faculty,fiction
U613,B613,8/4/2022,8/16/2022,False,1,faculty,science
U614,B614,9/13/2024,9/28/2024,True,1,staff,fiction
U615,B615,9/20/2020,10/4/2020,False,1,student,art
U616,B616,12/27/2022,1/15/2023,False,1,student,history
U617,B617,12/31/2021,1/6/2022,False,0,student,art
U618,B618,9/10/2022,9/18/2022,False,1,faculty,fiction
U619,B619,7/21/2023,8/5/2023,True,1,faculty,history
U620,B620,6/27/2022,7/2/2022,True,0,faculty,non-fiction
U621,B621,1/2/2025,1/5/2025,True,0,student,art
U622,B622,5/11/2024,5/13/2024,True,0,student,science
U623,B623,1/5/2025,1/8/2025,True,0,faculty,non-fiction
U624,B624,11/3/2022,11/17/2022,False,1,faculty,fiction
U625,B625,12/7/2024,12/11/2024,False,0,student,art
U626,B626,5/7/2021,5/22/2021,False,1,student,non-fiction
U627,B627,12/15/2021,12/17/2021,False,0,staff,art
U628,B628,3/9/2024,3/23/2024,False,1,faculty,history
U629,B629,7/28/2020,8/12/2020,False,1,faculty,science
U630,B630,3/23/2024,4/7/2024,False,1,student,fiction
U631,B631,6/22/2022,6/26/2022,False,0,staff,science
U632,B632,3/6/2022,3/9/2022,False,0,student,non-fiction
U633,B633,5/13/2020,5/14/2020,True,0,faculty,fiction
U634,B634,4/23/2024,4/25/2024,True,0,staff,history
U635,B635,12/17/2024,12/26/2024,False,1,staff,fiction
U636,B636,4/11/2021,4/30/2021,False,1,staff,art
U637,B637,6/14/2022,6/18/2022,True,0,faculty,fiction
U638,B638,7/17/2021,8/4/2021,False,1,staff,non-fiction
U639,B639,10/22/2020,11/5/2020,True,1,student,non-fiction
U640,B640,8/18/2021,8/25/2021,True,0,faculty,science
U641,B641,8/22/2020,8/30/2020,False,1,faculty,history
U642,B642,2/27/2021,3/8/2021,True,1,staff,history
U643,B643,3/10/2025,3/25/2025,False,1,student,history
U644,B644,4/24/2024,4/25/2024,False,0,staff,history
U645,B645,11/7/2022,11/17/2022,False,1,staff,fiction
U646,B646,9/17/2024,9/20/2024,True,0,faculty,science
U647,B647,2/21/2020,2/22/2020,True,0,staff,fiction
U648,B648,1/26/2022,2/15/2022,False,1,staff,art
U649,B649,5/30/2023,6/19/2023,True,1,staff,art
U650,B650,1/12/2024,1/16/2024,True,0,student,science
U651,B651,4/15/2024,4/16/2024,True,0,faculty,science
U652,B652,11/18/2024,11/24/2024,True,0,faculty,non-fiction
U653,B653,6/29/2024,7/19/2024,True,1,faculty,history
U654,B654,12/7/2024,12/24/2024,False,1,student,non-fiction
U655,B655,12/22/2021,1/2/2022,False,1,student,art
U656,B656,3/7/2020,3/24/2020,True,1,student,non-fiction
U657,B657,10/15/2024,10/30/2024,True,1,faculty,fiction
U658,B658,1/4/2024,1/17/2024,False,1,faculty,history
U659,B659,12/11/2024,12/14/2024,True,0,staff,history
U660,B660,4/4/2022,4/14/2022,True,1,student,science
U661,B661,8/15/2024,8/18/2024,False,0,staff,history
U662,B662,7/30/2022,8/9/2022,True,1,staff,history
U663,B663,8/27/2022,9/5/2022,True,1,student,fiction
U664,B664,3/13/2024,3/21/2024,False,1,staff,fiction
U665,B665,10/23/2022,11/1/2022,False,1,student,art
U666,B666,6/27/2023,7/7/2023,True,1,student,science
U667,B667,12/15/2022,12/18/2022,True,0,student,art
U668,B668,10/2/2023,10/9/2023,False,0,faculty,art
U669,B669,7/27/2024,8/8/2024,True,1,staff,science
U670,B670,3/13/2022,3/29/2022,True,1,faculty,non-fiction
U671,B671,3/13/2022,3/21/2022,False,1,faculty,fiction
U672,B672,5/5/2021,5/23/2021,True,1,staff,history
U673,B673,4/14/2025,4/26/2025,False,1,staff,fiction
U674,B674,8/28/2023,9/2/2023,True,0,student,non-fiction
U675,B675,9/28/2020,10/10/2020,False,1,student,history
U676,B676,3/15/2023,3/30/2023,False,1,staff,history
U677,B677,6/24/2024,7/10/2024,False,1,faculty,fiction
U678,B678,5/18/2023,5/30/2023,True,1,faculty,history
U679,B679,2/20/2024,3/7/2024,True,1,staff,science
U680,B680,10/28/2021,11/16/2021,True,1,student,art
U681,B681,6/29/2024,7/15/2024,False,1,student,non-fiction
U682,B682,11/14/2023,12/1/2023,True,1,staff,non-fiction
U683,B683,7/21/2024,8/6/2024,True,1,student,fiction
U684,B684,11/28/2020,12/6/2020,True,1,staff,non-fiction
U685,B685,3/7/2025,3/10/2025,True,0,staff,history
U686,B686,8/22/2024,9/6/2024,True,1,staff,history
U687,B687,7/26/2021,8/15/2021,True,1,student,non-fiction
U688,B688,1/21/2025,2/2/2025,False,1,faculty,art
U689,B689,2/15/2022,2/17/2022,True,0,student,non-fiction
U690,B690,6/22/2020,7/9/2020,True,1,staff,non-fiction
U691,B691,9/26/2021,10/8/2021,True,1,staff,art
U692,B692,4/15/2022,5/1/2022,False,1,student,history
U693,B693,9/12/2023,9/19/2023,True,0,staff,history
U694,B694,1/7/2023,1/21/2023,True,1,staff,fiction
U695,B695,5/23/2022,5/27/2022,False,0,faculty,history
U696,B696,11/30/2023,12/9/2023,True,1,student,art
U697,B697,8/14/2022,8/26/2022,True,1,staff,art
U698,B698,2/14/2022,2/23/2022,True,1,student,science
U699,B699,3/19/2025,4/1/2025,False,1,student,history
U700,B700,8/30/2020,9/1/2020,True,0,faculty,non-fiction
U701,B701,3/31/2022,4/6/2022,True,0,staff,non-fiction
U702,B702,1/7/2021,1/14/2021,True,0,faculty,fiction
U703,B703,12/13/2022,12/14/2022,True,0,student,fiction
U704,B704,9/11/2020,10/1/2020,False,1,staff,non-fiction
U705,B705,8/31/2024,9/6/2024,False,0,faculty,art
U706,B706,5/5/2023,5/20/2023,False,1,student,science
U707,B707,1/31/2020,2/20/2020,False,1,faculty,non-fiction
U708,B708,3/3/2023,3/23/2023,True,1,faculty,fiction
U709,B709,2/13/2025,3/3/2025,False,1,faculty,art
U710,B710,10/13/2020,10/31/2020,True,1,staff,science
U711,B711,10/24/2020,11/10/2020,False,1,staff,fiction
U712,B712,2/28/2021,3/4/2021,False,0,staff,fiction
U713,B713,5/19/2023,6/7/2023,True,1,faculty,art
U714,B714,1/22/2021,1/25/2021,False,0,staff,art
U715,B715,3/25/2020,4/8/2020,False,1,staff,fiction
U716,B716,8/14/2021,8/19/2021,False,0,faculty,art
U717,B717,5/17/2021,5/23/2021,False,0,student,science
U718,B718,7/28/2023,8/14/2023,True,1,staff,fiction
U719,B719,4/13/2025,4/14/2025,True,0,student,history
U720,B720,4/17/2023,5/1/2023,False,1,faculty,science
U721,B721,3/24/2025,3/25/2025,True,0,staff,fiction
U722,B722,11/12/2022,11/18/2022,False,0,faculty,history
U723,B723,10/16/2022,10/19/2022,False,0,student,art
U724,B724,6/22/2022,7/4/2022,False,1,staff,art
U725,B725,3/3/2024,3/16/2024,False,1,faculty,fiction
U726,B726,3/20/2022,3/22/2022,True,0,faculty,history
U727,B727,1/25/2023,2/5/2023,True,1,student,science
U728,B728,1/25/2020,2/7/2020,False,1,faculty,art
U729,B729,8/11/2021,8/22/2021,True,1,student,art
U730,B730,11/21/2022,11/24/2022,False,0,student,fiction
U731,B731,9/28/2021,10/6/2021,False,1,staff,non-fiction
U732,B732,5/28/2022,6/8/2022,True,1,staff,non-fiction
U733,B733,12/6/2023,12/9/2023,False,0,student,science
U734,B734,8/14/2021,8/21/2021,False,0,student,science
U735,B735,1/4/2020,1/9/2020,False,0,faculty,non-fiction
U736,B736,12/17/2021,12/25/2021,False,1,faculty,art
U737,B737,12/18/2021,12/24/2021,False,0,staff,art
U738,B738,11/28/2020,12/5/2020,False,0,faculty,art
U739,B739,2/1/2023,2/17/2023,True,1,student,non-fiction
U740,B740,1/21/2020,1/29/2020,False,1,faculty,non-fiction
U741,B741,5/21/2020,6/10/2020,False,1,staff,history
U742,B742,9/7/2020,9/14/2020,False,0,staff,history
U743,B743,3/14/2020,3/22/2020,True,1,faculty,non-fiction
U744,B744,1/30/2021,1/31/2021,True,0,student,history
U745,B745,10/26/2024,11/11/2024,True,1,faculty,science
U746,B746,6/27/2022,6/29/2022,True,0,faculty,history
U747,B747,11/13/2023,11/14/2023,True,0,student,non-fiction
U748,B748,3/12/2023,3/19/2023,True,0,student,history
U749,B749,9/2/2022,9/22/2022,True,1,faculty,science
U750,B750,4/7/2020,4/14/2020,True,0,faculty,fiction
U751,B751,9/21/2023,10/2/2023,True,1,faculty,history
U752,B752,8/25/2022,9/2/2022,False,1,staff,non-fiction
U753,B753,11/3/2023,11/18/2023,False,1,faculty,art
U754,B754,3/1/2025,3/11/2025,True,1,staff,non-fiction
U755,B755,9/18/2022,9/25/2022,True,0,staff,art
U756,B756,8/29/2020,9/9/2020,True,1,staff,fiction
U757,B757,7/5/2022,7/18/2022,True,1,student,history
U758,B758,7/27/2020,8/15/2020,False,1,staff,history
U759,B759,6/19/2024,6/21/2024,False,0,faculty,history
U760,B760,9/25/2024,10/12/2024,True,1,staff,non-fiction
U761,B761,4/15/2022,5/3/2022,False,1,faculty,history
U762,B762,5/21/2024,6/2/2024,True,1,faculty,art
U763,B763,2/3/2022,2/8/2022,True,0,faculty,science
U764,B764,10/22/2020,11/3/2020,False,1,faculty,science
U765,B765,8/28/2022,9/11/2022,True,1,staff,science
U766,B766,8/10/2020,8/14/2020,False,0,staff,history
U767,B767,1/12/2021,1/26/2021,True,1,student,science
U768,B768,6/16/2024,6/19/2024,False,0,student,history
U769,B769,12/4/2020,12/20/2020,False,1,faculty,history
U770,B770,8/7/2022,8/16/2022,False,1,faculty,non-fiction
U771,B771,7/20/2021,7/28/2021,True,1,faculty,non-fiction
U772,B772,1/19/2020,1/29/2020,False,1,student,history
U773,B773,11/28/2020,12/3/2020,False,0,student,fiction
U774,B774,3/20/2024,3/29/2024,False,1,faculty,fiction
U775,B775,9/23/2020,9/24/2020,False,0,staff,art
U776,B776,1/24/2020,2/13/2020,True,1,student,art
U777,B777,2/26/2020,3/1/2020,True,0,staff,non-fiction
U778,B778,4/21/2023,5/3/2023,False,1,faculty,non-fiction
U779,B779,11/5/2024,11/16/2024,True,1,student,fiction
U780,B780,5/12/2021,5/13/2021,False,0,student,history
U781,B781,7/5/2023,7/20/2023,False,1,student,science
U782,B782,10/31/2023,11/2/2023,True,0,staff,non-fiction
U783,B783,10/9/2022,10/23/2022,False,1,staff,history
U784,B784,1/23/2024,2/1/2024,True,1,faculty,science
U785,B785,10/4/2022,10/11/2022,True,0,staff,fiction
U786,B786,9/26/2021,10/6/2021,True,1,staff,fiction
U787,B787,9/3/2024,9/6/2024,True,0,staff,art
U788,B788,2/13/2022,2/28/2022,True,1,faculty,fiction
U789,B789,1/11/2025,1/17/2025,True,0,student,non-fiction
U790,B790,1/4/2021,1/7/2021,False,0,student,non-fiction
U791,B791,12/7/2021,12/19/2021,False,1,staff,history
U792,B792,6/23/2021,7/1/2021,False,1,student,science
U793,B793,6/14/2022,6/20/2022,False,0,staff,fiction
U794,B794,5/24/2020,5/26/2020,True,0,staff,art
U795,B795,1/15/2021,1/30/2021,False,1,staff,art
U796,B796,5/31/2022,6/3/2022,True,0,student,science
U797,B797,2/9/2025,3/1/2025,False,1,student,science
U798,B798,1/19/2021,1/26/2021,True,0,faculty,non-fiction
U799,B799,12/21/2023,1/7/2024,False,1,faculty,fiction
U800,B800,11/23/2024,12/11/2024,True,1,faculty,fiction
U801,B801,3/14/2023,3/23/2023,False,1,staff,art
U802,B802,1/19/2024,1/31/2024,False,1,staff,history
U803,B803,8/7/2023,8/23/2023,False,1,faculty,art
U804,B804,11/3/2022,11/11/2022,False,1,student,science
U805,B805,7/24/2022,7/30/2022,False,0,faculty,fiction
U806,B806,8/18/2023,8/29/2023,True,1,faculty,fiction
U807,B807,9/1/2024,9/21/2024,True,1,staff,non-fiction
U808,B808,3/24/2022,3/26/2022,False,0,staff,science
U809,B809,9/17/2023,10/1/2023,True,1,faculty,art
U810,B810,8/7/2022,8/14/2022,True,0,faculty,science
U811,B811,3/12/2020,3/21/2020,False,1,staff,science
U812,B812,11/27/2023,12/2/2023,True,0,student,non-fiction
U813,B813,11/1/2020,11/20/2020,True,1,student,history
U814,B814,5/21/2024,6/9/2024,True,1,student,art
U815,B815,11/14/2021,11/16/2021,True,0,student,science
U816,B816,3/17/2021,3/25/2021,True,1,staff,non-fiction
U817,B817,3/14/2021,3/23/2021,False,1,faculty,history
U818,B818,10/10/2024,10/27/2024,False,1,student,history
U819,B819,11/24/2022,12/8/2022,False,1,faculty,history
U820,B820,1/31/2020,2/1/2020,False,0,staff,non-fiction
U821,B821,9/20/2024,10/8/2024,False,1,student,fiction
U822,B822,3/26/2025,4/9/2025,True,1,student,non-fiction
U823,B823,12/22/2021,1/10/2022,False,1,student,art
U824,B824,6/25/2021,6/29/2021,False,0,faculty,science
U825,B825,5/24/2020,6/8/2020,True,1,staff,history
U826,B826,9/10/2023,9/17/2023,False,0,student,fiction
U827,B827,6/9/2024,6/12/2024,False,0,student,history
U828,B828,2/2/2022,2/14/2022,False,1,faculty,science
U829,B829,5/12/2024,5/21/2024,True,1,staff,art
U830,B830,10/6/2023,10/19/2023,False,1,student,science
U831,B831,6/14/2023,6/20/2023,False,0,staff,history
U832,B832,12/21/2020,1/5/2021,True,1,staff,history
U833,B833,11/5/2021,11/24/2021,True,1,staff,fiction
U834,B834,5/14/2023,6/3/2023,True,1,staff,art
U835,B835,9/5/2020,9/21/2020,True,1,staff,art
U836,B836,12/9/2021,12/12/2021,True,0,student,non-fiction
U837,B837,2/22/2020,3/7/2020,False,1,student,history
U838,B838,11/6/2021,11/23/2021,True,1,student,history
U839,B839,10/26/2021,11/1/2021,True,0,student,art
U840,B840,6/6/2022,6/13/2022,False,0,staff,fiction
U841,B841,2/2/2023,2/9/2023,False,0,faculty,history
U842,B842,1/3/2021,1/19/2021,True,1,staff,non-fiction
U843,B843,4/25/2020,5/10/2020,False,1,staff,art
U844,B844,4/1/2020,4/17/2020,True,1,staff,history
U845,B845,8/5/2024,8/20/2024,True,1,staff,science
U846,B846,4/6/2023,4/10/2023,False,0,student,non-fiction
U847,B847,5/8/2023,5/21/2023,False,1,student,science
U848,B848,3/1/2021,3/3/2021,False,0,faculty,history
U849,B849,12/25/2024,1/10/2025,True,1,faculty,fiction
U850,B850,1/27/2024,2/4/2024,True,1,staff,history
U851,B851,11/23/2023,12/2/2023,True,1,student,art
U852,B852,9/15/2022,9/26/2022,True,1,staff,art
U853,B853,6/22/2024,7/11/2024,True,1,faculty,non-fiction
U854,B854,4/5/2025,4/7/2025,False,0,staff,art
U855,B855,4/18/2020,4/21/2020,True,0,faculty,science
U856,B856,10/12/2022,10/29/2022,True,1,staff,non-fiction
U857,B857,5/12/2022,5/23/2022,False,1,student,non-fiction
U858,B858,11/23/2024,12/8/2024,False,1,staff,art
U859,B859,7/21/2021,7/28/2021,False,0,staff,history
U860,B860,12/11/2022,12/22/2022,False,1,staff,science
U861,B861,4/20/2024,4/23/2024,True,0,staff,non-fiction
U862,B862,7/18/2022,8/1/2022,True,1,faculty,science
U863,B863,7/6/2023,7/16/2023,False,1,student,non-fiction
U864,B864,4/24/2022,5/1/2022,False,0,student,art
U865,B865,11/5/2021,11/10/2021,True,0,student,science
U866,B866,6/18/2024,7/8/2024,True,1,staff,art
U867,B867,5/5/2023,5/6/2023,False,0,student,science
U868,B868,5/11/2022,5/17/2022,False,0,faculty,fiction
U869,B869,10/12/2023,10/15/2023,True,0,student,history
U870,B870,12/31/2023,1/8/2024,False,1,staff,history
U871,B871,3/26/2023,3/31/2023,True,0,student,non-fiction
U872,B872,11/6/2024,11/20/2024,True,1,staff,art
U873,B873,6/8/2020,6/17/2020,False,1,staff,non-fiction
U874,B874,11/25/2020,11/27/2020,False,0,faculty,history
U875,B875,4/1/2020,4/3/2020,True,0,faculty,science
U876,B876,2/16/2021,2/26/2021,False,1,student,non-fiction
U877,B877,10/2/2023,10/11/2023,False,1,staff,fiction
U878,B878,4/27/2024,4/28/2024,False,0,faculty,history
U879,B879,3/6/2020,3/21/2020,True,1,staff,art
U880,B880,12/12/2021,12/14/2021,True,0,student,history
U881,B881,10/17/2024,10/27/2024,False,1,staff,science
U882,B882,5/9/2021,5/21/2021,True,1,staff,fiction
U883,B883,4/27/2023,5/15/2023,True,1,faculty,history
U884,B884,11/18/2020,11/25/2020,True,0,staff,fiction
U885,B885,1/1/2023,1/12/2023,False,1,faculty,science
U886,B886,8/3/2021,8/16/2021,True,1,student,science
U887,B887,11/28/2024,12/16/2024,True,1,student,fiction
U888,B888,2/20/2025,3/3/2025,False,1,staff,history
U889,B889,1/29/2023,2/17/2023,True,1,staff,science
U890,B890,4/21/2023,4/25/2023,True,0,faculty,history
U891,B891,11/5/2022,11/6/2022,False,0,student,fiction
U892,B892,8/7/2020,8/19/2020,True,1,staff,non-fiction
U893,B893,4/23/2024,4/29/2024,True,0,student,art
U894,B894,3/3/2022,3/14/2022,False,1,staff,art
U895,B895,9/17/2022,9/24/2022,False,0,faculty,history
U896,B896,9/22/2021,10/4/2021,False,1,faculty,science
U897,B897,12/24/2022,1/4/2023,False,1,faculty,science
U898,B898,1/9/2022,1/16/2022,False,0,student,art
U899,B899,3/23/2022,4/7/2022,False,1,staff,art
U900,B900,9/30/2023,10/13/2023,True,1,faculty,non-fiction
U901,B901,5/27/2021,6/9/2021,False,1,staff,non-fiction
U902,B902,10/6/2020,10/9/2020,True,0,faculty,non-fiction
U903,B903,3/2/2024,3/14/2024,False,1,faculty,science
U904,B904,4/7/2022,4/19/2022,False,1,staff,art
U905,B905,7/22/2021,7/27/2021,True,0,staff,fiction
U906,B906,10/3/2023,10/17/2023,True,1,student,non-fiction
U907,B907,12/21/2020,1/9/2021,False,1,staff,science
U908,B908,2/11/2020,2/20/2020,True,1,staff,art
U909,B909,11/8/2020,11/25/2020,True,1,student,science
U910,B910,2/9/2025,2/27/2025,True,1,faculty,fiction
U911,B911,4/18/2022,4/24/2022,False,0,staff,history
U912,B912,7/19/2023,8/6/2023,False,1,faculty,science
U913,B913,12/22/2022,12/28/2022,True,0,student,history
U914,B914,7/26/2021,7/30/2021,True,0,student,non-fiction
U915,B915,4/25/2024,5/7/2024,False,1,staff,fiction
U916,B916,5/29/2023,6/2/2023,True,0,student,history
U917,B917,4/24/2024,4/26/2024,False,0,student,fiction
U918,B918,10/14/2023,10/28/2023,True,1,staff,non-fiction
U919,B919,10/12/2023,10/28/2023,False,1,faculty,fiction
U920,B920,10/18/2022,10/27/2022,True,1,faculty,non-fiction
U921,B921,5/10/2024,5/13/2024,False,0,faculty,art
U922,B922,11/9/2024,11/25/2024,False,1,staff,fiction
U923,B923,11/2/2021,11/11/2021,False,1,staff,non-fiction
U924,B924,3/5/2020,3/9/2020,False,0,faculty,fiction
U925,B925,2/5/2021,2/13/2021,False,1,student,science
